"location","type","quantile","target_end_date","target","value","forecast_date"
"GM","quantile",0.01,"2021-06-26","1 wk ahead inc death",396.155669326966,"2021-06-21"
"GM","quantile",0.025,"2021-06-26","1 wk ahead inc death",408.812497302247,"2021-06-21"
"GM","quantile",0.05,"2021-06-26","1 wk ahead inc death",420.02924031341,"2021-06-21"
"GM","quantile",0.1,"2021-06-26","1 wk ahead inc death",433.353631315554,"2021-06-21"
"GM","quantile",0.15,"2021-06-26","1 wk ahead inc death",442.58752461669,"2021-06-21"
"GM","quantile",0.2,"2021-06-26","1 wk ahead inc death",450.069966394835,"2021-06-21"
"GM","quantile",0.25,"2021-06-26","1 wk ahead inc death",456.592484095935,"2021-06-21"
"GM","quantile",0.3,"2021-06-26","1 wk ahead inc death",462.532431240244,"2021-06-21"
"GM","quantile",0.35,"2021-06-26","1 wk ahead inc death",468.107350059665,"2021-06-21"
"GM","quantile",0.4,"2021-06-26","1 wk ahead inc death",473.46106462984,"2021-06-21"
"GM","quantile",0.45,"2021-06-26","1 wk ahead inc death",478.70056219971,"2021-06-21"
"GM","quantile",0.5,"2021-06-26","1 wk ahead inc death",483.915,"2021-06-21"
"GM","quantile",0.55,"2021-06-26","1 wk ahead inc death",489.187645395287,"2021-06-21"
"GM","quantile",0.6,"2021-06-26","1 wk ahead inc death",494.605539715044,"2021-06-21"
"GM","quantile",0.65,"2021-06-26","1 wk ahead inc death",500.269993993723,"2021-06-21"
"GM","quantile",0.7,"2021-06-26","1 wk ahead inc death",506.311434905541,"2021-06-21"
"GM","quantile",0.75,"2021-06-26","1 wk ahead inc death",512.915003743566,"2021-06-21"
"GM","quantile",0.8,"2021-06-26","1 wk ahead inc death",520.372305957098,"2021-06-21"
"GM","quantile",0.85,"2021-06-26","1 wk ahead inc death",529.205056886527,"2021-06-21"
"GM","quantile",0.9,"2021-06-26","1 wk ahead inc death",540.537293815624,"2021-06-21"
"GM","quantile",0.95,"2021-06-26","1 wk ahead inc death",557.792515894357,"2021-06-21"
"GM","quantile",0.975,"2021-06-26","1 wk ahead inc death",573.215463139685,"2021-06-21"
"GM","quantile",0.99,"2021-06-26","1 wk ahead inc death",591.698407349723,"2021-06-21"
"GM","quantile",0.01,"2021-07-03","2 wk ahead inc death",294.98133413377,"2021-06-21"
"GM","quantile",0.025,"2021-07-03","2 wk ahead inc death",311.256617812671,"2021-06-21"
"GM","quantile",0.05,"2021-07-03","2 wk ahead inc death",326.046742225555,"2021-06-21"
"GM","quantile",0.1,"2021-07-03","2 wk ahead inc death",344.065587587735,"2021-06-21"
"GM","quantile",0.15,"2021-07-03","2 wk ahead inc death",356.840292367315,"2021-06-21"
"GM","quantile",0.2,"2021-07-03","2 wk ahead inc death",367.365170986251,"2021-06-21"
"GM","quantile",0.25,"2021-07-03","2 wk ahead inc death",376.666653688874,"2021-06-21"
"GM","quantile",0.3,"2021-07-03","2 wk ahead inc death",385.240374706498,"2021-06-21"
"GM","quantile",0.35,"2021-07-03","2 wk ahead inc death",393.376724679134,"2021-06-21"
"GM","quantile",0.4,"2021-07-03","2 wk ahead inc death",401.271969001401,"2021-06-21"
"GM","quantile",0.45,"2021-07-03","2 wk ahead inc death",409.076443480084,"2021-06-21"
"GM","quantile",0.5,"2021-07-03","2 wk ahead inc death",416.92,"2021-06-21"
"GM","quantile",0.55,"2021-07-03","2 wk ahead inc death",424.928749465912,"2021-06-21"
"GM","quantile",0.6,"2021-07-03","2 wk ahead inc death",433.239580957457,"2021-06-21"
"GM","quantile",0.65,"2021-07-03","2 wk ahead inc death",442.017065044893,"2021-06-21"
"GM","quantile",0.7,"2021-07-03","2 wk ahead inc death",451.478527334045,"2021-06-21"
"GM","quantile",0.75,"2021-07-03","2 wk ahead inc death",461.938406294955,"2021-06-21"
"GM","quantile",0.8,"2021-07-03","2 wk ahead inc death",473.899147226354,"2021-06-21"
"GM","quantile",0.85,"2021-07-03","2 wk ahead inc death",488.270310376882,"2021-06-21"
"GM","quantile",0.9,"2021-07-03","2 wk ahead inc death",507.033646362949,"2021-06-21"
"GM","quantile",0.95,"2021-07-03","2 wk ahead inc death",536.309042910392,"2021-06-21"
"GM","quantile",0.975,"2021-07-03","2 wk ahead inc death",561.333484899911,"2021-06-21"
"GM","quantile",0.99,"2021-07-03","2 wk ahead inc death",584.576764977408,"2021-06-21"
"GM","quantile",0.01,"2021-07-10","3 wk ahead inc death",225.358398140733,"2021-06-21"
"GM","quantile",0.025,"2021-07-10","3 wk ahead inc death",242.770426542073,"2021-06-21"
"GM","quantile",0.05,"2021-07-10","3 wk ahead inc death",258.988934063749,"2021-06-21"
"GM","quantile",0.1,"2021-07-10","3 wk ahead inc death",279.250754341546,"2021-06-21"
"GM","quantile",0.15,"2021-07-10","3 wk ahead inc death",293.946644938406,"2021-06-21"
"GM","quantile",0.2,"2021-07-10","3 wk ahead inc death",306.258746950761,"2021-06-21"
"GM","quantile",0.25,"2021-07-10","3 wk ahead inc death",317.292285626303,"2021-06-21"
"GM","quantile",0.3,"2021-07-10","3 wk ahead inc death",327.588542360939,"2021-06-21"
"GM","quantile",0.35,"2021-07-10","3 wk ahead inc death",337.470694912574,"2021-06-21"
"GM","quantile",0.4,"2021-07-10","3 wk ahead inc death",347.162921411245,"2021-06-21"
"GM","quantile",0.45,"2021-07-10","3 wk ahead inc death",356.842831944432,"2021-06-21"
"GM","quantile",0.5,"2021-07-10","3 wk ahead inc death",366.67,"2021-06-21"
"GM","quantile",0.55,"2021-07-10","3 wk ahead inc death",376.805809150778,"2021-06-21"
"GM","quantile",0.6,"2021-07-10","3 wk ahead inc death",387.431999066672,"2021-06-21"
"GM","quantile",0.65,"2021-07-10","3 wk ahead inc death",398.773741239922,"2021-06-21"
"GM","quantile",0.7,"2021-07-10","3 wk ahead inc death",411.135322728865,"2021-06-21"
"GM","quantile",0.75,"2021-07-10","3 wk ahead inc death",424.964673384133,"2021-06-21"
"GM","quantile",0.8,"2021-07-10","3 wk ahead inc death",440.987206347712,"2021-06-21"
"GM","quantile",0.85,"2021-07-10","3 wk ahead inc death",460.531294795996,"2021-06-21"
"GM","quantile",0.9,"2021-07-10","3 wk ahead inc death",486.524993281401,"2021-06-21"
"GM","quantile",0.95,"2021-07-10","3 wk ahead inc death",528.146580278565,"2021-06-21"
"GM","quantile",0.975,"2021-07-10","3 wk ahead inc death",560.19144046014,"2021-06-21"
"GM","quantile",0.99,"2021-07-10","3 wk ahead inc death",591.585920270393,"2021-06-21"
"GM","quantile",0.01,"2021-07-17","4 wk ahead inc death",178.611649653935,"2021-06-21"
"GM","quantile",0.025,"2021-07-17","4 wk ahead inc death",196.152818722837,"2021-06-21"
"GM","quantile",0.05,"2021-07-17","4 wk ahead inc death",212.88622714455,"2021-06-21"
"GM","quantile",0.1,"2021-07-17","4 wk ahead inc death",234.312186856736,"2021-06-21"
"GM","quantile",0.15,"2021-07-17","4 wk ahead inc death",250.205727551407,"2021-06-21"
"GM","quantile",0.2,"2021-07-17","4 wk ahead inc death",263.744914646211,"2021-06-21"
"GM","quantile",0.25,"2021-07-17","4 wk ahead inc death",276.048424043958,"2021-06-21"
"GM","quantile",0.3,"2021-07-17","4 wk ahead inc death",287.672833158441,"2021-06-21"
"GM","quantile",0.35,"2021-07-17","4 wk ahead inc death",298.957832083472,"2021-06-21"
"GM","quantile",0.4,"2021-07-17","4 wk ahead inc death",310.146266545375,"2021-06-21"
"GM","quantile",0.45,"2021-07-17","4 wk ahead inc death",321.437939519619,"2021-06-21"
"GM","quantile",0.5,"2021-07-17","4 wk ahead inc death",333.02,"2021-06-21"
"GM","quantile",0.55,"2021-07-17","4 wk ahead inc death",345.089487357918,"2021-06-21"
"GM","quantile",0.6,"2021-07-17","4 wk ahead inc death",357.876082268705,"2021-06-21"
"GM","quantile",0.65,"2021-07-17","4 wk ahead inc death",371.672182213355,"2021-06-21"
"GM","quantile",0.7,"2021-07-17","4 wk ahead inc death",386.881076330125,"2021-06-21"
"GM","quantile",0.75,"2021-07-17","4 wk ahead inc death",404.105686160626,"2021-06-21"
"GM","quantile",0.8,"2021-07-17","4 wk ahead inc death",424.334658766028,"2021-06-21"
"GM","quantile",0.85,"2021-07-17","4 wk ahead inc death",449.398865529273,"2021-06-21"
"GM","quantile",0.9,"2021-07-17","4 wk ahead inc death",483.382441223365,"2021-06-21"
"GM","quantile",0.95,"2021-07-17","4 wk ahead inc death",536.657116393828,"2021-06-21"
"GM","quantile",0.975,"2021-07-17","4 wk ahead inc death",569.293167994648,"2021-06-21"
"GM","quantile",0.99,"2021-07-17","4 wk ahead inc death",609.754793305482,"2021-06-21"
"GM","point",NA,"2021-06-26","1 wk ahead inc death",483.915,"2021-06-21"
"GM","point",NA,"2021-07-03","2 wk ahead inc death",416.92,"2021-06-21"
"GM","point",NA,"2021-07-10","3 wk ahead inc death",366.67,"2021-06-21"
"GM","point",NA,"2021-07-17","4 wk ahead inc death",333.02,"2021-06-21"
