"location","forecast_date","target","target_end_date","type","quantile","value"
"PL","2022-09-18","1 wk ahead inc case","2022-09-24","quantile",0.01,18200
"PL","2022-09-18","2 wk ahead inc case","2022-10-01","quantile",0.01,13300
"PL","2022-09-18","3 wk ahead inc case","2022-10-08","quantile",0.01,8950
"PL","2022-09-18","4 wk ahead inc case","2022-10-15","quantile",0.01,6080
"PL","2022-09-18","1 wk ahead inc case","2022-09-24","quantile",0.025,20400
"PL","2022-09-18","2 wk ahead inc case","2022-10-01","quantile",0.025,16300
"PL","2022-09-18","3 wk ahead inc case","2022-10-08","quantile",0.025,11700
"PL","2022-09-18","4 wk ahead inc case","2022-10-15","quantile",0.025,8600
"PL","2022-09-18","1 wk ahead inc case","2022-09-24","quantile",0.05,22700
"PL","2022-09-18","2 wk ahead inc case","2022-10-01","quantile",0.05,19100
"PL","2022-09-18","3 wk ahead inc case","2022-10-08","quantile",0.05,14900
"PL","2022-09-18","4 wk ahead inc case","2022-10-15","quantile",0.05,11600
"PL","2022-09-18","1 wk ahead inc case","2022-09-24","quantile",0.1,25600
"PL","2022-09-18","2 wk ahead inc case","2022-10-01","quantile",0.1,22700
"PL","2022-09-18","3 wk ahead inc case","2022-10-08","quantile",0.1,19100
"PL","2022-09-18","4 wk ahead inc case","2022-10-15","quantile",0.1,16100
"PL","2022-09-18","1 wk ahead inc case","2022-09-24","quantile",0.15,27600
"PL","2022-09-18","2 wk ahead inc case","2022-10-01","quantile",0.15,26000
"PL","2022-09-18","3 wk ahead inc case","2022-10-08","quantile",0.15,23400
"PL","2022-09-18","4 wk ahead inc case","2022-10-15","quantile",0.15,20000
"PL","2022-09-18","1 wk ahead inc case","2022-09-24","quantile",0.2,29000
"PL","2022-09-18","2 wk ahead inc case","2022-10-01","quantile",0.2,28600
"PL","2022-09-18","3 wk ahead inc case","2022-10-08","quantile",0.2,26700
"PL","2022-09-18","4 wk ahead inc case","2022-10-15","quantile",0.2,24100
"PL","2022-09-18","1 wk ahead inc case","2022-09-24","quantile",0.25,30500
"PL","2022-09-18","2 wk ahead inc case","2022-10-01","quantile",0.25,31100
"PL","2022-09-18","3 wk ahead inc case","2022-10-08","quantile",0.25,30100
"PL","2022-09-18","4 wk ahead inc case","2022-10-15","quantile",0.25,28500
"PL","2022-09-18","1 wk ahead inc case","2022-09-24","quantile",0.3,32100
"PL","2022-09-18","2 wk ahead inc case","2022-10-01","quantile",0.3,33800
"PL","2022-09-18","3 wk ahead inc case","2022-10-08","quantile",0.3,34200
"PL","2022-09-18","4 wk ahead inc case","2022-10-15","quantile",0.3,32400
"PL","2022-09-18","1 wk ahead inc case","2022-09-24","quantile",0.35,33600
"PL","2022-09-18","2 wk ahead inc case","2022-10-01","quantile",0.35,36300
"PL","2022-09-18","3 wk ahead inc case","2022-10-08","quantile",0.35,37400
"PL","2022-09-18","4 wk ahead inc case","2022-10-15","quantile",0.35,38200
"PL","2022-09-18","1 wk ahead inc case","2022-09-24","quantile",0.4,35300
"PL","2022-09-18","2 wk ahead inc case","2022-10-01","quantile",0.4,39000
"PL","2022-09-18","3 wk ahead inc case","2022-10-08","quantile",0.4,41400
"PL","2022-09-18","4 wk ahead inc case","2022-10-15","quantile",0.4,43200
"PL","2022-09-18","1 wk ahead inc case","2022-09-24","quantile",0.45,36600
"PL","2022-09-18","2 wk ahead inc case","2022-10-01","quantile",0.45,41900
"PL","2022-09-18","3 wk ahead inc case","2022-10-08","quantile",0.45,45800
"PL","2022-09-18","4 wk ahead inc case","2022-10-15","quantile",0.45,49200
"PL","2022-09-18","1 wk ahead inc case","2022-09-24","quantile",0.5,38000
"PL","2022-09-18","2 wk ahead inc case","2022-10-01","quantile",0.5,44600
"PL","2022-09-18","3 wk ahead inc case","2022-10-08","quantile",0.5,50500
"PL","2022-09-18","4 wk ahead inc case","2022-10-15","quantile",0.5,56700
"PL","2022-09-18","1 wk ahead inc case","2022-09-24","quantile",0.55,39400
"PL","2022-09-18","2 wk ahead inc case","2022-10-01","quantile",0.55,48000
"PL","2022-09-18","3 wk ahead inc case","2022-10-08","quantile",0.55,56400
"PL","2022-09-18","4 wk ahead inc case","2022-10-15","quantile",0.55,66100
"PL","2022-09-18","1 wk ahead inc case","2022-09-24","quantile",0.6,41000
"PL","2022-09-18","2 wk ahead inc case","2022-10-01","quantile",0.6,51200
"PL","2022-09-18","3 wk ahead inc case","2022-10-08","quantile",0.6,61800
"PL","2022-09-18","4 wk ahead inc case","2022-10-15","quantile",0.6,75000
"PL","2022-09-18","1 wk ahead inc case","2022-09-24","quantile",0.65,42700
"PL","2022-09-18","2 wk ahead inc case","2022-10-01","quantile",0.65,54900
"PL","2022-09-18","3 wk ahead inc case","2022-10-08","quantile",0.65,69000
"PL","2022-09-18","4 wk ahead inc case","2022-10-15","quantile",0.65,85500
"PL","2022-09-18","1 wk ahead inc case","2022-09-24","quantile",0.7,44500
"PL","2022-09-18","2 wk ahead inc case","2022-10-01","quantile",0.7,59300
"PL","2022-09-18","3 wk ahead inc case","2022-10-08","quantile",0.7,76800
"PL","2022-09-18","4 wk ahead inc case","2022-10-15","quantile",0.7,99300
"PL","2022-09-18","1 wk ahead inc case","2022-09-24","quantile",0.75,46600
"PL","2022-09-18","2 wk ahead inc case","2022-10-01","quantile",0.75,63900
"PL","2022-09-18","3 wk ahead inc case","2022-10-08","quantile",0.75,86900
"PL","2022-09-18","4 wk ahead inc case","2022-10-15","quantile",0.75,120000
"PL","2022-09-18","1 wk ahead inc case","2022-09-24","quantile",0.8,49100
"PL","2022-09-18","2 wk ahead inc case","2022-10-01","quantile",0.8,70300
"PL","2022-09-18","3 wk ahead inc case","2022-10-08","quantile",0.8,99100
"PL","2022-09-18","4 wk ahead inc case","2022-10-15","quantile",0.8,142000
"PL","2022-09-18","1 wk ahead inc case","2022-09-24","quantile",0.85,52200
"PL","2022-09-18","2 wk ahead inc case","2022-10-01","quantile",0.85,78300
"PL","2022-09-18","3 wk ahead inc case","2022-10-08","quantile",0.85,118000
"PL","2022-09-18","4 wk ahead inc case","2022-10-15","quantile",0.85,173000
"PL","2022-09-18","1 wk ahead inc case","2022-09-24","quantile",0.9,56300
"PL","2022-09-18","2 wk ahead inc case","2022-10-01","quantile",0.9,91900
"PL","2022-09-18","3 wk ahead inc case","2022-10-08","quantile",0.9,149000
"PL","2022-09-18","4 wk ahead inc case","2022-10-15","quantile",0.9,250000
"PL","2022-09-18","1 wk ahead inc case","2022-09-24","quantile",0.95,63900
"PL","2022-09-18","2 wk ahead inc case","2022-10-01","quantile",0.95,114000
"PL","2022-09-18","3 wk ahead inc case","2022-10-08","quantile",0.95,208000
"PL","2022-09-18","4 wk ahead inc case","2022-10-15","quantile",0.95,382000
"PL","2022-09-18","1 wk ahead inc case","2022-09-24","quantile",0.975,69600
"PL","2022-09-18","2 wk ahead inc case","2022-10-01","quantile",0.975,129000
"PL","2022-09-18","3 wk ahead inc case","2022-10-08","quantile",0.975,270000
"PL","2022-09-18","4 wk ahead inc case","2022-10-15","quantile",0.975,524000
"PL","2022-09-18","1 wk ahead inc case","2022-09-24","quantile",0.99,77400
"PL","2022-09-18","2 wk ahead inc case","2022-10-01","quantile",0.99,158000
"PL","2022-09-18","3 wk ahead inc case","2022-10-08","quantile",0.99,343000
"PL","2022-09-18","4 wk ahead inc case","2022-10-15","quantile",0.99,731000
"PL","2022-09-18","1 wk ahead inc case","2022-09-24","point",NA,38000
"PL","2022-09-18","2 wk ahead inc case","2022-10-01","point",NA,44600
"PL","2022-09-18","3 wk ahead inc case","2022-10-08","point",NA,50500
"PL","2022-09-18","4 wk ahead inc case","2022-10-15","point",NA,56700
